"entrp_nm","load_addr","city_do_cd","city_gn_gu_cd","xpos_lo","ypos_la","area_nm","homepage_url","tel_no","reprsnt_menu_nm","menu_pc","base_ymd","id","naver_place_url","business_hours","naver_place_menu","naver_thumb_url"
하얀오골계베이커리카페,강원 원주시 판부면 내남송길 98-11,"42","42130",127.943681,37.309086,강원,http://bakery3680.modoo.at,"033-766-0007",마늘바게트,"5000원","2019-12-09",53,https://m.place.naver.com/restaurant/1972078260,매일 09:30 - 21:30,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180810_212%2F1533871935385yS7VO_JPEG%2FMyipLsfhZNBoE7DrAsBGU9ks.jpg
베이커리궁,강원 원주시 행구로 307,"42","42130",127.989941,37.343458,강원,"","033-734-9700",유자크림치즈,"3800원","2019-12-09",54,https://m.place.naver.com/place/1913315736,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMTBfOTUg%2FMDAxNjA3NTg1MDU4Mjgz.QM9xyKy0_CeZ9FraTGPZMXXUzTFVbqmZKtNe7c3fG_cg.PL8eqkYKCn9pOUzVITpSDdjkhdvXq3BJrnoWJR4y5dcg.JPEG.coolikeme%2FIMG_2048.jpg
브레드테이블,강원 원주시 향교길 57 대성현대아파트 상가동 203호,"42","42130",127.950904,37.339411,강원,http://instagram.com/bread_table_bakery,"033-766-8255",리얼갈릭,"3800원","2019-12-09",55,https://m.place.naver.com/place/1802067706,목요일 07:00 - 20:00|평일 07:00 - 20:00|금요일 07:00 - 20:00|월요일 07:00 - 20:00|화요일 07:00 - 20:00|수요일 07:00 - 20:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181009_199%2F1539033381299xN4KB_JPEG%2FUfdoTKoTQUBYijGlqhga2y66.JPG.jpg
진선이네빵공장,강원 원주시 황금로 5,"42","42130",127.987629,37.327896,강원,"","033-742-7779",찰슈크림,"2000원","2019-12-09",56,"","",,
빵이 익어가는 작은마을 뽀숑,강원 인제군 남면 신남로58번길 13,"42","42810",128.081225,37.967396,강원,"","033-461-9025",쁘숑콤비네이션,"13900원","2019-12-09",57,"","",,
용대황태빵,강원 인제군 북면 미시령로 1150 용대황태빵,"42","42810",128.343373,38.197396,강원,"","010-9789-4174",황태빵(25개입),"10000원","2019-12-09",58,https://m.place.naver.com/restaurant/37542148,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191224_127%2F1577161030832AwLlI_JPEG%2FLTZg_QdpYfrhJCtNKrY-aVaB.jpg
아리곳간,강원 정선군 정선읍 5일장길 48,"42","42770",128.665135,37.380543,강원,"","033-562-1261","","","2019-12-09",59,https://m.place.naver.com/place/1466677792,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMzBfNjYg%2FMDAxNjA5MzA5MTYxNDA0.5-YE2IcQKICU9pmj-m0A45ajmtBFT1BNTyoP_cC_B0wg.S3Vgdf6CjeB7ZtSfLmzYxRcbA5o9XL3esSlI5aVD3d8g.JPEG.wawa_jeongseon%2F8_%25289%2529.
르방베이커리,강원 철원군 서면 와수로173번길 4-1,"42","42780",127.438226,38.23917,강원,"","033-458-3838",치즈바게트,"4500원","2019-12-09",60,https://m.place.naver.com/place/36827471,매일 09:00 - 21:00 음료LAST ORDER 20:30,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170816_258%2F15028912550453xcDT_JPEG%2FUJnigNwPtZ8joCapy6kKfc82.jpg
부티크엘,강원 춘천시 남산면 북한강변길 688 엘리시안 강촌 콘도 1층,"42","42110",127.583069,37.82819,강원,"","033-260-2680","","","2019-12-09",61,https://m.place.naver.com/place/1827790734,매일 08:00 - 20:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MDZfMTYz%2FMDAxNTk0MDEwMTU0ODc4.MtBDtEoNLhxDtFl8xOzOYo-zJpIcHTp2q5kEsB3EIkkg.VCUCzEycjAWR_FtSI47dxl_K_jAbVJGbjxx0q45PFeAg.JPEG.domineo%2F4.jpg
동내빵집,강원 춘천시 동내면 거두택지길44번길 19-1 1층,"42","42110",127.757845,37.854124,강원,"","033-262-8063",퀸아망,"3200원","2019-12-09",62,https://m.place.naver.com/place/1721525429,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190408_232%2F1554733214157wH3li_JPEG%2FGJ2jORI_7wOKWe_ZKobtGzJf.jpeg.jpg
유동부 치아바타,강원 춘천시 동내면 외솔길19번길 80-34,"42","42110",127.758834,37.857694,강원,https://smartstore.naver.com/ydbc,"033-263-4647",플레인 치아바타,"3700원","2019-12-09",63,https://m.place.naver.com/restaurant/117325558,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171110_108%2F15102971056422s54f_JPEG%2FQnvGzf1oYlV2oy23F1UvhSw7.jpg
그림같은빵집,강원 춘천시 동면 금옥길 228,"42","42110",127.805752,37.920375,강원,"","033-241-0020",몽블랑,"5000원","2019-12-09",64,https://m.place.naver.com/restaurant/404950108,매일 10:00 - 21:00 데미안점,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171031_253%2F15094343873712R57k_JPEG%2FLzQY-Hw1J5YGWGiJixzfAFKv.jpg
그림같은빵집2,강원 춘천시 동면 금옥길 239,"42","42110",127.805827,37.921943,강원,"","033-241-0020",몽블랑,"5000원","2019-12-09",65,https://m.place.naver.com/restaurant/1241933537,매일 12:30 - 20:30,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA4MjVfMTA3%2FMDAxNTk4MzQ0ODcyMzQ0.jLf_C8xn52F5OB7jk7mBmpzW9LHNOG_MATrCQjCJ-6wg.8vy5h2Fskk5NUUgNxF9LFa2IzFcHyoAINrXi4BiDSu0g.JPEG.lindsay2525%2F1598344871530.jpg
라뜰리에 김가,강원 춘천시 동면 순환대로 1154-18,"42","42110",127.778096,37.884403,강원,https://www.instagram.com/latelier_kimga_/,"033-252-5756",빵공장빵부페,"9900원","2019-12-09",66,https://m.place.naver.com/restaurant/21240709,매일 10:00 - 21:00 매장 운영시간,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150925_220%2F1443161757308ps37D_JPEG%2F166875554571187_10.jpg
자유빵집,강원 춘천시 만천로199번길 28,"42","42110",127.752171,37.885838,강원,https://www.instagram.com/jayu.bakeshop,"033-911-9871",크라상,"3000원","2019-12-09",67,https://m.place.naver.com/place/1502418449,평일 12:00 - 24:00|토요일 13:00 - 01:00|일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20201021_296%2F1603207524707yySiS_JPEG%2F775ba722-12e8-11eb-beee-48df379cc9e4_03.jpg
"2018 브레드",강원 춘천시 보안길 59 1층,"42","42110",127.750622,37.879806,강원,"","033-257-0892",올리브치아바타,"3500원","2019-12-09",68,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191206_81%2F1575626373973rvNDp_JPEG%2FqQbqziWzlQNvCfAK9KoAYgJz.jpg
베카랜드,강원 춘천시 서면 박사로 851-1,"42","42110",127.689068,37.892887,강원,http://beca.co.kr,"033-253-0045",건강빵 치아바타,"4000-6000원","2019-12-09",69,https://m.place.naver.com/restaurant/1682946673,매일 08:00 - 23:00 휴무일 없습니다.,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20190709_35%2F1562654603858Hji7I_JPEG%2Fc376a941-a214-11e9-ba11-505dac8c38f5_03.jpg
느린밀 박미영베이커리,강원 춘천시 스무숲길 4-13 1층,"42","42110",127.748352,37.848752,강원,"","010-9244-1541",감자빵,"4500원","2019-12-09",70,https://m.place.naver.com/restaurant/1978619951,매일 07:30 - 22:00|일요일 08:30 - 20:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201223_48%2F160871925232065j36_JPEG%2Fk4jnIftY1AV7ghx65DFxxpDV.jpeg.jpg
더브레드,강원 춘천시 안마산로 332,"42","42110",127.747748,37.849292,강원,https://smartstore.naver.com/thebread,"033-262-1449",유기농 100% 통밀빵,"3000원","2019-12-09",71,https://m.place.naver.com/place/1301707354,평일 09:30 - 21:00|주말 09:00 - 21:00 명절 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170919_256%2F1505802460222Yt3dL_JPEG%2F-_BnE0t6xLBcBBNBdwWTyyZr.jpg
이레빵집,강원 춘천시 애막골길3번길 67,"42","42110",127.755951,37.866771,강원,http://instagram.com/bakery_jireh,"033-262-1665",마늘바게트,"3000원","2019-12-09",72,https://m.place.naver.com/place/36967974,매일 09:00 - 21:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201031_46%2F1604077335035b8u2G_JPEG%2FR2ZyvMy4p9aN9hCn2_8XWyQ9.jpg
꼬삔이깜장식빵,강원 춘천시 중앙로77번길 17,"42","42110",127.72711,37.877709,강원,"","010-2546-7535",무지개밤식빵,"6000원","2019-12-09",73,https://m.place.naver.com/restaurant/38759702,"매일 10:00 - 19:00|생방송아침이좋다 695회, 19.02.13. 무지개식빵|6시내고향 6680회, 18.12.28. 무지개식빵",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180103_43%2F1514960070398r6682_JPEG%2FnEXcgl87UlKnHPHcvvX_hsYp.jpg
나나파운드,강원 춘천시 중앙로77번길 32 1층 나나파운드,"42","42110",127.728499,37.877226,강원,"","010-9919-7695",초코파운드,"4000원","2019-12-09",74,https://m.place.naver.com/restaurant/1337456570,"매일 12:00 - 20:00 매주 일요일 휴무,소진시 마감",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190329_101%2F15538415281550vauw_JPEG%2FMhTAEdrOfZ1E-wzDQz6rEs-8.jpg
대원당,강원 춘천시 퇴계로 183 가가부동산,"42","42110",127.739378,37.857734,강원,"","033-254-8187",구로 맘모스,"5000원","2019-12-09",75,https://m.place.naver.com/restaurant/15151640,"매일 07:00 - 22:00|2TV생생정보 546회, 18.04.09. 빵|맛있는녀석들 146회, 17.12.08. 빵|굿모닝대한민국 462회, 13.03.05.",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190618_163%2F1560832037475rFPoC_JPEG%2FeGtlU7rvPXfEQmw9zPI_sy0R.jpg
더 베이커리,강원 춘천시 효자문길 20-1,"42","42110",127.733119,37.872623,강원,"","033-251-0098","","","2019-12-09",76,https://m.place.naver.com/place/1047360680,평일 07:30 - 20:00|주말 10:00 - 19:00 공휴일 동일,,
아망떼과자점,강원 춘천시 효제길 22,"42","42110",127.735714,37.871674,강원,"","033-257-5336",크림갈릭빵,"4500원","2019-12-09",77,https://m.place.naver.com/restaurant/15155726,매일 06:00 - 22:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190923_257%2F1569230285886hfXIl_JPEG%2Fs0KmqCq0pEXnxYJND6ty6GbM.jpg
살루떼,강원 춘천시 후석로379번길 34 2층,"42","42110",127.743595,37.88372,강원,https://salutebakery.modoo.at,"070-7559-3654",비트양파치아바타,"3000원","2019-12-09",78,https://m.place.naver.com/place/1732479081,목요일 15:00 - 00:00 No break time|금요일 15:00 - 00:00 No break time|토요일 15:00 - 00:00 No break time|일요일 15:00 - 00:00 No break time|월요일 휴무|화요일 15:00 - 00:00 No break time|수요일 15:00 - 00:00 No break time,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180604_28%2F1528086741859Ye4tB_JPEG%2F_sHVpqmu1a6C2-8UF90D3wJq.JPG.jpg
브레드밍,강원 태백시 청솔길 35,"42","42190",128.982439,37.164199,강원,"","033-806-8050",소세지먹물식빵,"7000원","2019-12-09",79,https://m.place.naver.com/restaurant/428881583,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200314_75%2F1584149566968QE9mf_JPEG%2F4SF1QvDUuNHe_QGhJV8kkZoD.jpg
루&루 베이커리,강원 평창군 대관령면 횡계길 3,"42","42760",128.707749,37.672618,강원,"","033-336-0045",도깨비방망이,"2000원","2019-12-09",80,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAyMjFfNTYg%2FMDAxNjEzODk1OTA4NzU1.94ktslAg74VW07mVtNKmFkVBXcFYJpzijh6wL5p0JLUg.Y9MJI8wMVUOxeanknPiJkxT8gzb7jspkYa38dGc-zmog.JPEG.redmars012%2F1613895848607.jpg
빵프레,강원 평창군 봉평면 기풍2길 1,"42","42760",128.378512,37.615358,강원,"","033-335-0454",연유버터빵,"4800원","2019-12-09",81,https://m.place.naver.com/place/62758434,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAxMDVfNyAg%2FMDAxNjA5Nzc1MzUwMDk0.6dF91p5NaUeRDvKbESV90Oe0iYXvv2gRl7fduUhk6Eog.QS2Osjn-4KhxtQGI3uYPdBYyAZWgrrZKzCE561awJ30g.JPEG.wjdals7290%2FIMG_4855.jpg
브레드메밀,강원 평창군 평창읍 평창시장2길 15,"42","42760",128.394984,37.366606,강원,http://breadmemil.modoo.at,"033-333-0497",순메밀식빵,"6000원","2019-12-09",82,https://m.place.naver.com/restaurant/75365930,"주말 12:30 - 19:00 매장 오픈은 주말(토,일) 합니다.|토요일 12:30 - 19:00 매장 오픈은 주말(토,일) 합니다.|일요일 12:30 - 19:00 매장 오픈은 주말(토,일) 합니다.|6시내고향 6250회, 17.12.20. 메밀빵|2TV생생정보 209회, 16.11.24. 메밀빵",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201207_144%2F1607334115393dz1JI_JPEG%2FX_XcF8lXGZV6b96WeDN6ncoQ.jpeg.jpg
민들레빵,강원 홍천군 홍천읍 남산강변로 24,"42","42720",127.881049,37.685936,강원,"","033-432-6456",크림치즈빵,"4000원","2019-12-09",83,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200707_236%2F1594106609904f5rUq_JPEG%2FCKRpqCsLnr7QivE0Hf90B-UY.jpg
이가본때,강원 횡성군 안흥면 실미송한길 46-16,"42","42790",128.155156,37.417247,강원,"","010-5624-0805",시골빵,"5000원","2019-12-09",84,https://m.place.naver.com/restaurant/1289867491,목요일 12:00 - 19:00 설연휴 목금토 오픈(5인이상 입장불가)|금요일 12:00 - 19:00 설연휴 목금토 오픈(5인이상 입장불가)|토요일 12:00 - 19:00 설연휴 목금토 오픈(5인이상 입장불가),,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAxMDFfMTU2%2FMDAxNjA5NDg2NzY4NTcy.iiiBdOvMqc4Yc-egVR_CYnLXULFUnuFO4GWBR699GeAg.LA5WEPNVAwxzx7LlY-xTLvTneiQFskxp-M-HXZNko_Qg.JPEG.kiki3331%2FIMG_1179.jpg
칸베이커리,경기 가평군 가평읍 가화로 122,"41","41820",127.513657,37.830564,경기,"","031-581-0122","","","2019-12-09",85,https://m.place.naver.com/place/1030360551,"",,
마크빈 제빵소,경기 가평군 가평읍 석봉로 116,"41","41820",127.512621,37.82564,경기,http://www.instagram.com/markbean_bakery,"031-581-1710",앙버터크로와상,"3800원","2019-12-09",86,https://m.place.naver.com/place/1664211017,매일 10:00 - 21:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190512_135%2F1557655079853vldmf_JPEG%2F22FHku3msymeZpINCbP9eZS-.jpg
르봉뺑,경기 가평군 가평읍 석봉로 200,"41","41820",127.510041,37.83282,경기,http://www.instagram.com/le_bon_pain_0607,"031-581-3749",어니언갈릭바게트,"4800원","2019-12-09",87,https://m.place.naver.com/restaurant/38317422,매일 08:00 - 22:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200615_162%2F1592176913775X3tN2_JPEG%2FcAXnbLnI_UUZz6be_CzE9ISc.jpeg.jpg
아침봄빵집,경기 가평군 상면 수목원로 427,"41","41820",127.352163,37.744568,경기,"","031-584-6705","","","2019-12-09",88,https://m.place.naver.com/restaurant/1582325777,목요일 13:00 - 20:00|금요일 13:00 - 20:00|토요일 14:00 - 21:00|일요일 13:00 - 20:00|월요일 13:00 - 20:00|화요일 13:00 - 20:00|수요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200828_118%2F15986185299160Mqde_JPEG%2FFw3AGSSFoqtIPfUVctjqDfwi.jpeg.jpg
미스터박 베이커리,경기 가평군 설악면 신천리 562,"41","41820",127.485062,37.67851,경기,"","010-9150-7176",와플,"6000원","2019-12-09",89,https://m.place.naver.com/restaurant/1212404395,매일 08:00 - 22:00 연중 무휴,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180730_250%2F1532917742861jHuRw_JPEG%2F-suDdKuC_sHAaHfbPXmJkeuX.JPG.jpg
에센브로트,경기 가평군 조종면 현창로38번길 5,"41","41820",127.348563,37.818702,경기,https://essenbrothyunri.modoo.at,"031-584-1129",치즈브리오슈,"5000원","2019-12-09",90,https://m.place.naver.com/place/581865009,매일 07:00 - 22:30,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190622_139%2F1561129560530AgJns_JPEG%2F5lQ1u9Mp4m_GdukVNxmbjsIx.jpg
브레드락,경기 고양시 덕양구 고양대로1384번길 6 1층,"41","41281",126.837146,37.654007,경기,"","031-968-0085",먹물갈릭치즈빵,"","2019-12-09",91,https://m.place.naver.com/restaurant/1884804916,매일 07:00 - 22:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191113_112%2F15736485556264b4zD_JPEG%2FoSvxgtvpJ0qb5vxecI_4vZQH.jpg
브래드마마,경기 고양시 덕양구 도래울2로 9-1 1층,"41","41281",126.870429,37.630138,경기,"","070-8834-0500",치즈식빵,"3500원","2019-12-09",92,https://m.place.naver.com/place/37803588,매일 08:00 - 21:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160421_94%2F1461214687830vY8mz_JPEG%2F176369616653903_0.jpeg
빵데레체,경기 고양시 덕양구 도래울3로 18-1 1층 빵데레체,"41","41281",126.871421,37.630472,경기,"","031-962-0300",뽕잎쌀빵,"3500원","2019-12-09",93,https://m.place.naver.com/restaurant/771142681,평일 09:00 - 08:00 일요일은 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200619_5%2F1592531853244zqkWW_JPEG%2FPm-jb7QOyAVgUv0SrGYlNbTC.jpg
브리에,경기 고양시 덕양구 도래울안길 33-1,"41","41281",126.874119,37.63039,경기,"","031-965-0618","","","2019-12-09",94,https://m.place.naver.com/restaurant/1856489212,매일 11:00 - 21:00|월요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTA4MDRfMjIg%2FMDAxNTY0ODQ3ODU2NzEx.Kloo-3SnZ-oVmg_ls7Mnhge0XbW8rCgvZE8Ojcl-PYkg.omZXJ_cDMRr1idrf4qQPbSOQBL6YtkMP20UgbyDi_jQg.JPEG.taylove1004%2Foutput_1308525831.jpg
꿈꾸는양철로봇,경기 고양시 덕양구 마상로 149,"41","41281",126.839462,37.658886,경기,http://www.instagram.com/dreaming_tinrobot,"031-963-7652",시금치 식빵,"3500원","2019-12-09",95,https://m.place.naver.com/restaurant/1121101085,평일 08:00 - 22:00 월요일휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190323_97%2F15533071650183oiLN_JPEG%2FAld-i-780BqNmoGajemI4E7v.jpeg.jpg
수제빵 밀몽,경기 고양시 덕양구 무원로36번길 7-4 101호,"41","41281",126.832967,37.616168,경기,http://www.facebook.com/milmong1,"031-978-2077",단팥빵,"800원","2019-12-09",96,"","",,
몽모랑시,경기 고양시 덕양구 백양로 71 삼라마이다스빌,"41","41281",126.833467,37.632031,경기,"","031-973-0440",올리브포카치아,"2500원","2019-12-09",97,https://m.place.naver.com/restaurant/32839656,매일 10:00 - 22:00 연중무휴,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_45%2F1440991836475MW23p_JPEG%2FSUBMIT_1377677396410_18277097.jpg
오늘제빵소,경기 고양시 덕양구 북한산로387번길 45-6,"41","41281",126.948705,37.662866,경기,"","02-359-3344",초코머핀,"3800원","2019-12-09",98,https://m.place.naver.com/place/1155205534,매일 10:00 - 22:00 연중무휴,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190922_171%2F1569129010826pwbx7_JPEG%2F_A_xr7uVytGVYfo-k52H4PTx.jpeg.jpg
